id,date,group,outcome
ks102555,12/16/23,control,0
ks102809,9/5/23,control,0
ks103130,12/3/23,treatment,0
ks103488,12/2/23,control,0
ks104203,9/19/23,treatment,0
ks111093,12/21/23,control,0
ks111190,12/23/23,control,0
ks111222,9/19/23,treatment,0
ks112762,11/7/23,treatment,0
ks113002,12/27/23,control,0
ks114029,11/19/23,treatment,0
ks114516,10/30/23,treatment,0
ks114813,9/5/23,treatment,0
ks11580,12/1/23,control,0
ks11581,10/24/23,treatment,0
ks115883,10/16/23,treatment,0
ks120453,12/27/23,treatment,0
ks120470,8/8/23,control,0
ks122688,12/14/23,treatment,0
ks124243,10/16/23,treatment,0
ks124282,11/29/23,control,0
ks124583,11/6/23,control,0
ks124768,10/11/23,treatment,0
ks126236,9/11/23,treatment,0
ks126328,10/19/23,control,0
ks126572,11/18/23,control,0
ks127240,8/6/23,control,0
ks128312,12/21/23,control,101.8920961
ks129701,9/15/23,treatment,0
ks129950,12/2/23,control,0
ks130415,10/12/23,treatment,0
ks131627,11/12/23,control,0
ks132289,8/21/23,treatment,0
ks133899,10/22/23,treatment,0
ks134707,12/13/23,treatment,0
ks134955,10/16/23,control,0
ks135378,10/27/23,treatment,0
ks13579,9/3/23,treatment,0
ks135849,9/1/23,control,0
ks13659,8/25/23,treatment,0
ks137572,9/15/23,treatment,0
ks137713,9/11/23,treatment,0
ks138290,12/10/23,treatment,0
ks139946,10/22/23,treatment,89.98991005
ks140008,10/13/23,treatment,18.07195699
ks140235,10/21/23,treatment,0
ks141298,10/4/23,control,0
ks141906,9/18/23,control,0
ks142308,11/13/23,treatment,0
ks142601,10/12/23,treatment,0
ks147227,11/24/23,treatment,0
ks147569,9/15/23,control,0
ks147744,11/15/23,control,0
ks14801,11/8/23,treatment,0
ks148800,11/17/23,control,0
ks150251,10/24/23,treatment,0
ks15034,8/9/23,control,0
ks16090,10/10/23,treatment,0
ks16431,8/27/23,control,0
ks16874,11/6/23,treatment,0
ks16960,12/19/23,control,0
ks18273,11/14/23,treatment,0
ks19228,12/17/23,control,0
ks20965,9/13/23,control,0
ks21403,12/17/23,treatment,0
ks21604,8/2/23,control,0
ks22627,8/14/23,control,0
ks23916,9/13/23,control,0
ks23960,10/21/23,treatment,0
ks24261,9/10/23,treatment,0
ks25155,12/24/23,treatment,0
ks25582,9/18/23,treatment,0
ks25645,9/28/23,control,0
ks26089,9/29/23,treatment,0
ks29389,12/19/23,treatment,0
ks29860,9/16/23,treatment,0
ks30824,11/4/23,treatment,0
ks33588,12/11/23,treatment,0
ks33652,9/17/23,control,0
ks33971,9/8/23,control,0
ks35776,12/14/23,treatment,0
ks36522,12/4/23,treatment,0
ks37116,12/16/23,control,0
ks38655,10/26/23,control,0
ks39809,9/18/23,control,42.9474902
ks39835,12/29/23,treatment,0
ks39936,11/18/23,control,0
ks40491,9/13/23,control,0
ks41191,10/15/23,control,0
ks41450,12/15/23,treatment,0
ks41671,12/25/23,treatment,0
ks43966,11/11/23,treatment,0
ks44517,12/10/23,treatment,0
ks45061,8/31/23,treatment,0
ks46238,8/12/23,treatment,0
ks47601,11/25/23,treatment,0
ks51106,11/2/23,treatment,0
ks51650,9/8/23,treatment,0
ks51974,10/7/23,control,0
ks53516,9/29/23,control,0
ks53616,9/17/23,treatment,0
ks53999,8/13/23,treatment,0
ks54795,8/12/23,control,0
ks56022,11/25/23,control,0
ks56254,11/9/23,control,0
ks56648,8/31/23,control,0
ks57836,8/11/23,control,0
ks57890,10/15/23,treatment,0
ks58487,10/9/23,control,0
ks58503,9/10/23,control,0
ks60151,9/6/23,treatment,0
ks61052,10/18/23,treatment,0
ks61629,9/28/23,treatment,0
ks62699,9/9/23,control,0
ks64853,8/19/23,control,0
ks67112,10/25/23,treatment,0
ks68389,9/10/23,treatment,0
ks69045,11/11/23,treatment,0
ks71393,8/8/23,control,0
ks73768,11/26/23,control,0
ks74081,11/17/23,treatment,0
ks74699,9/7/23,control,0
ks75041,8/2/23,treatment,0
ks75706,10/21/23,treatment,0
ks76125,12/13/23,control,0
ks77185,8/9/23,control,0
ks77185,11/7/23,control,0
ks77718,12/25/23,treatment,0
ks77862,10/8/23,treatment,0
ks79230,8/31/23,treatment,0
ks79684,9/4/23,treatment,0
ks80271,9/1/23,treatment,0
ks80527,12/3/23,treatment,0
ks81413,11/7/23,treatment,0
ks82776,11/17/23,treatment,0
ks84243,11/3/23,control,0
ks84502,9/24/23,control,0
ks85435,11/9/23,treatment,0
ks87614,10/16/23,control,0
ks89462,8/26/23,control,0
ks89958,8/18/23,control,0
ks90015,11/26/23,control,0
ks90166,9/19/23,control,0
ks91973,8/24/23,control,0
ks92219,11/8/23,treatment,0
ks92671,11/11/23,control,0
ks93340,11/2/23,treatment,0
ks93380,12/26/23,treatment,0
ks94566,12/6/23,treatment,0
ks95086,9/25/23,treatment,0
ks95409,8/28/23,control,0
ks97019,12/3/23,treatment,0
ks97450,12/1/23,treatment,0
kt100779,12/28/23,control,0
kt102165,10/31/23,treatment,0
kt103083,9/9/23,treatment,0
kt103371,9/27/23,treatment,0
kt103481,11/21/23,treatment,0
kt103767,11/17/23,control,0
kt104973,9/17/23,control,0
kt105364,12/1/23,treatment,0
kt105533,12/16/23,control,0
kt106856,10/23/23,treatment,0
kt107428,10/9/23,control,172.385942
kt108407,12/6/23,treatment,0
kt115758,11/25/23,control,0
kt116629,8/24/23,control,0
kt116767,11/12/23,control,0
kt117942,11/23/23,treatment,0
kt119460,12/20/23,control,76.67534456
kt119897,10/27/23,control,0
kt119928,9/15/23,treatment,0
kt121452,10/14/23,control,0
kt12221,11/13/23,treatment,0
kt124240,8/3/23,treatment,0
kt125465,10/25/23,treatment,0
kt125478,8/21/23,control,0
kt126146,8/27/23,treatment,0
kt126963,9/15/23,treatment,0
kt127785,10/29/23,treatment,0
kt128384,12/18/23,treatment,0
kt12900,10/20/23,control,0
kt130152,10/22/23,control,0
kt130152,12/6/23,treatment,0
kt131628,11/6/23,treatment,0
kt131896,10/2/23,treatment,0
kt13243,10/17/23,treatment,0
kt132804,8/16/23,treatment,0
kt132804,9/22/23,control,0
kt133698,8/20/23,control,0
kt133698,12/2/23,control,0
kt134426,11/28/23,control,0
kt134812,11/6/23,control,0
kt137796,10/1/23,treatment,0
kt138184,12/26/23,control,0
kt138193,11/4/23,treatment,0
kt138354,12/28/23,treatment,0
kt139402,12/7/23,treatment,0
kt140242,9/19/23,control,0
kt14073,9/8/23,control,0
kt142932,11/2/23,control,0
kt142984,9/16/23,treatment,0
kt14427,10/15/23,control,0
kt145021,9/13/23,control,0
kt146840,12/9/23,control,0
kt147672,8/28/23,control,0
kt148020,10/7/23,treatment,0
kt148944,10/31/23,control,0
kt149396,12/4/23,treatment,0
kt149907,11/28/23,treatment,0
kt150326,11/4/23,treatment,0
kt15909,9/26/23,control,0
kt17257,8/13/23,control,0
kt17609,8/26/23,treatment,0
kt17798,9/9/23,control,0
kt19577,10/3/23,treatment,0
kt21100,9/2/23,control,0
kt22065,12/18/23,control,0
kt23093,11/15/23,control,0
kt23237,10/29/23,treatment,0
kt24500,10/14/23,treatment,0
kt25670,12/24/23,treatment,107.167044
kt26777,9/23/23,control,0
kt29892,11/9/23,control,0
kt30366,12/16/23,control,0
kt33057,9/27/23,treatment,0
kt33527,8/25/23,control,120.5982142
kt35346,10/13/23,treatment,0
kt35829,10/8/23,control,0
kt36372,10/19/23,control,0
kt37444,11/21/23,treatment,0
kt37747,8/13/23,treatment,0
kt38800,8/27/23,treatment,0
kt40044,10/21/23,treatment,0
kt40089,8/25/23,control,0
kt40916,10/16/23,control,0
kt41137,8/9/23,control,0
kt41865,11/7/23,treatment,0
kt41894,11/16/23,treatment,0
kt43597,8/25/23,treatment,0
kt43769,11/4/23,control,0
kt44044,10/29/23,control,0
kt45956,9/3/23,treatment,0
kt47580,8/5/23,treatment,0
kt47855,8/6/23,treatment,0
kt48560,11/30/23,control,0
kt49684,8/8/23,treatment,0
kt54999,12/23/23,control,0
kt59433,9/10/23,treatment,0
kt59517,12/9/23,control,0
kt61897,12/5/23,control,0
kt62300,10/19/23,treatment,0
kt64827,12/9/23,control,0
kt71011,8/8/23,treatment,0
kt72274,12/9/23,treatment,0
kt72324,11/25/23,treatment,0
kt73376,12/29/23,control,0
kt74087,11/30/23,treatment,0
kt75541,10/9/23,treatment,0
kt76053,10/20/23,control,0
kt76164,10/15/23,control,8.587383928
kt76582,8/11/23,treatment,0
kt78316,12/18/23,control,0
kt82249,9/27/23,control,0
kt83063,9/1/23,control,0
kt84507,11/12/23,control,0
kt84682,12/20/23,control,0
kt87686,12/11/23,control,0
kt88743,8/29/23,treatment,0
kt90293,12/16/23,control,0
kt91755,11/11/23,treatment,0
kt97542,8/28/23,treatment,0
kt98357,11/25/23,control,0
kt98651,11/22/23,control,0
ku100191,12/8/23,treatment,0
ku101673,11/19/23,control,0
ku103510,10/22/23,control,0
ku105097,11/7/23,treatment,0
ku106155,9/13/23,control,0
ku107091,11/12/23,control,0
ku107669,8/4/23,treatment,0
ku108646,9/23/23,control,0
ku108737,12/26/23,treatment,0
ku108739,10/10/23,control,0
ku110218,12/17/23,control,0
ku110412,10/12/23,control,0
ku110931,10/10/23,treatment,133.9400897
ku111366,10/29/23,control,0
ku111643,8/20/23,control,0
ku112531,8/20/23,treatment,0
ku113094,9/28/23,control,0
ku113878,11/23/23,control,0
ku113878,12/25/23,treatment,0
ku114639,11/13/23,treatment,0
ku115376,10/22/23,treatment,0
ku115684,11/23/23,control,0
ku116625,8/10/23,control,0
ku117481,12/17/23,treatment,0
ku117827,9/3/23,treatment,0
ku118027,8/17/23,treatment,0
ku118233,8/28/23,control,0
ku118578,8/15/23,control,0
ku119834,9/27/23,control,0
ku123076,8/27/23,treatment,0
ku123339,9/30/23,control,0
ku12596,12/10/23,treatment,0
ku126025,12/23/23,control,0
ku129512,10/8/23,treatment,0
ku130860,11/29/23,control,0
ku130960,10/27/23,control,0
ku131611,11/10/23,treatment,0
ku132202,8/10/23,control,0
ku13235,9/16/23,control,0
ku132350,12/15/23,control,0
ku133141,8/29/23,treatment,0
ku134081,10/2/23,control,0
ku134827,12/19/23,treatment,0
ku135000,12/25/23,control,0
ku135700,9/4/23,control,0
ku135949,8/27/23,control,0
ku138337,9/30/23,treatment,0
ku139755,12/25/23,treatment,0
ku140663,8/10/23,treatment,0
ku140743,9/2/23,control,0
ku14083,10/14/23,treatment,0
ku140886,10/13/23,control,0
ku141744,8/25/23,treatment,0
ku141957,9/16/23,control,0
ku144884,11/14/23,treatment,0
ku14653,10/14/23,control,0
ku146563,8/8/23,treatment,0
ku147043,9/12/23,control,0
ku147516,10/16/23,control,0
ku14826,11/11/23,treatment,0
ku14874,8/2/23,treatment,0
ku149257,8/6/23,treatment,0
ku149266,8/26/23,control,0
ku149579,8/22/23,treatment,0
ku149810,12/21/23,control,0
ku150019,12/21/23,control,0
ku16956,12/18/23,treatment,56.7564314
ku20109,10/9/23,treatment,0
ku20441,10/10/23,treatment,0
ku20979,8/20/23,treatment,0
ku22355,9/22/23,control,0
ku23023,12/13/23,control,0
ku23656,10/21/23,control,0
ku25204,8/26/23,treatment,0
ku27206,12/26/23,control,0
ku27686,8/5/23,treatment,0
ku28168,12/19/23,control,0
ku29421,12/12/23,control,0
ku29820,8/16/23,control,0
ku29898,8/26/23,control,0
ku30708,8/26/23,treatment,0
ku31438,12/26/23,treatment,0
ku31988,12/22/23,treatment,0
ku31989,8/21/23,treatment,0
ku32677,9/21/23,control,0
ku33176,11/15/23,treatment,0
ku34404,12/18/23,treatment,0
ku35170,12/4/23,treatment,0
ku35227,9/11/23,control,0
ku39245,9/14/23,control,0
ku39339,12/29/23,treatment,0
ku42296,12/4/23,treatment,0
ku43439,10/26/23,treatment,0
ku43919,11/30/23,control,0
ku44194,9/24/23,treatment,0
ku45677,12/6/23,treatment,0
ku45971,8/5/23,treatment,0
ku46119,8/4/23,treatment,0
ku46400,12/4/23,control,0
ku47957,10/15/23,treatment,0
ku48340,12/26/23,control,0
ku49062,10/3/23,treatment,0
ku49770,10/25/23,treatment,0
ku51972,8/6/23,treatment,0
ku53090,12/30/23,treatment,0
ku53274,9/16/23,treatment,0
ku53292,11/10/23,control,0
ku53522,9/5/23,treatment,0
ku55848,11/17/23,treatment,0
ku56770,8/2/23,treatment,0
ku59129,12/17/23,control,0
ku59627,12/28/23,treatment,0
ku60002,11/26/23,treatment,0
ku60566,10/7/23,control,0
ku60654,10/3/23,treatment,0
ku61396,8/12/23,control,0
ku61909,9/26/23,treatment,0
ku62901,10/2/23,treatment,64.6910285
ku66156,10/3/23,treatment,0
ku67002,12/6/23,treatment,0
ku68041,12/12/23,control,0
ku69869,8/5/23,treatment,0
ku71446,10/1/23,control,0
ku71796,11/1/23,treatment,0
ku72200,10/7/23,control,0
ku73452,11/21/23,treatment,0
ku77141,10/22/23,control,0
ku77843,8/26/23,treatment,0
ku79736,10/22/23,treatment,0
ku79893,12/23/23,treatment,0
ku80995,12/13/23,treatment,0
ku82272,11/16/23,control,0
ku83165,11/20/23,treatment,0
ku84208,9/25/23,control,0
ku86406,9/29/23,control,0
ku88356,10/10/23,treatment,0
ku88965,12/25/23,treatment,0
ku90888,8/11/23,treatment,0
ku91975,9/30/23,control,0
ku92445,8/16/23,treatment,0
ku94029,10/13/23,treatment,0
ku94048,11/15/23,treatment,0
ku94205,9/17/23,control,0
ku94632,11/30/23,control,0
ku95680,11/17/23,treatment,0
ku96028,10/3/23,treatment,0
ku96662,8/22/23,treatment,0
ku97446,10/5/23,control,0
ku97736,8/21/23,treatment,0
ku99107,12/8/23,control,0
ku99431,10/17/23,treatment,0
kv101106,8/22/23,control,39.53956255
kv101643,10/5/23,treatment,0
kv102131,12/26/23,control,0
kv102769,8/14/23,treatment,0
kv105276,8/25/23,treatment,0
kv106324,9/29/23,control,0
kv106470,9/27/23,control,0
kv107912,9/19/23,control,0
kv108486,9/3/23,control,0
kv109605,10/4/23,treatment,0
kv109737,10/5/23,treatment,111.2011514
kv115419,9/12/23,treatment,0
kv116992,10/20/23,control,0
kv117650,11/22/23,control,0
kv117985,8/21/23,treatment,0
kv119961,10/23/23,treatment,0
kv120551,11/4/23,control,0
kv121887,8/6/23,control,0
kv122980,10/16/23,treatment,0
kv124458,12/19/23,treatment,0
kv12447,10/18/23,treatment,0
kv126154,12/11/23,treatment,0
kv127826,8/19/23,control,0
kv12988,12/21/23,control,0
kv130351,12/5/23,control,0
kv131021,12/2/23,treatment,0
kv132468,11/3/23,control,0
kv132743,10/26/23,treatment,0
kv13466,9/4/23,control,0
kv134879,11/21/23,treatment,0
kv136530,12/26/23,control,0
kv138347,8/11/23,control,0
kv13839,9/17/23,treatment,0
kv139093,10/1/23,treatment,0
kv139793,8/19/23,control,0
kv141122,10/6/23,control,0
kv141281,8/18/23,control,30.01128653
kv141513,9/13/23,treatment,0
kv143868,9/10/23,control,0
kv144098,8/16/23,treatment,0
kv145475,11/18/23,control,0
kv146077,10/22/23,control,0
kv148068,11/16/23,treatment,0
kv148243,8/4/23,treatment,0
kv15841,10/10/23,treatment,0
kv16862,12/11/23,control,0
kv17027,11/25/23,control,0
kv18788,9/10/23,treatment,0
kv21586,12/28/23,control,0
kv21887,12/12/23,treatment,0
kv24431,9/9/23,control,0
kv25724,8/5/23,control,0
kv26133,11/24/23,control,0
kv26235,11/14/23,treatment,0
kv26335,11/27/23,treatment,134.8756404
kv28699,12/12/23,control,0
kv28767,10/5/23,treatment,0
kv29497,11/5/23,control,0
kv32526,11/27/23,control,0
kv33534,8/15/23,treatment,0
kv34801,12/19/23,control,0
kv35155,11/4/23,treatment,0
kv37898,12/19/23,treatment,0
kv38130,12/28/23,treatment,0
kv38221,10/16/23,treatment,0
kv39559,12/10/23,control,0
kv40163,11/8/23,treatment,0
kv40174,12/6/23,control,0
kv40732,9/8/23,control,0
kv41104,12/4/23,treatment,0
kv41127,10/19/23,treatment,0
kv42487,9/17/23,control,0
kv43217,10/6/23,control,0
kv47093,8/20/23,control,0
kv49817,10/2/23,treatment,0
kv51053,11/11/23,treatment,136.5176747
kv53066,11/5/23,control,0
kv53135,9/5/23,treatment,0
kv54757,9/5/23,treatment,0
kv54952,10/13/23,treatment,0
kv57096,12/24/23,control,0
kv57144,11/10/23,control,0
kv58601,8/9/23,control,0
kv58997,12/22/23,control,0
kv61166,9/5/23,control,0
kv61890,12/25/23,control,0
kv62017,10/21/23,treatment,0
kv65131,10/7/23,treatment,0
kv65140,9/14/23,control,0
kv65193,9/2/23,treatment,0
kv66555,11/3/23,treatment,0
kv67075,12/5/23,control,0
kv67652,12/18/23,control,0
kv68367,12/24/23,control,0
kv69441,8/17/23,treatment,0
kv70906,10/23/23,treatment,0
kv72038,8/20/23,control,0
kv72121,11/2/23,control,0
kv72675,12/5/23,treatment,0
kv73890,11/14/23,treatment,0
kv74181,10/28/23,control,170.3379358
kv74431,11/7/23,control,0
kv75253,12/3/23,treatment,0
kv75432,9/18/23,treatment,0
kv76658,12/18/23,treatment,0
kv77028,12/15/23,control,0
kv78223,12/6/23,treatment,0
kv79770,10/20/23,control,0
kv80170,12/21/23,treatment,0
kv80586,8/5/23,treatment,0
kv82525,9/20/23,treatment,0
kv83255,11/26/23,treatment,0
kv83262,10/15/23,treatment,0
kv83377,12/9/23,control,0
kv84061,10/3/23,treatment,0
kv84958,10/26/23,control,0
kv87131,10/8/23,control,0
kv88014,8/29/23,control,0
kv89900,11/1/23,control,0
kv90055,11/23/23,control,0
kv91880,12/20/23,control,0
kv93054,8/11/23,treatment,0
kv94322,8/7/23,control,0
kv95612,11/8/23,control,0
kv96890,8/21/23,treatment,0
kv97327,9/3/23,control,0
kv99116,11/4/23,treatment,0
kw100198,11/9/23,control,0
kw100432,9/20/23,treatment,0
kw100531,9/14/23,treatment,0
kw100741,10/5/23,control,0
kw101145,8/31/23,control,0
kw101163,12/1/23,control,0
kw101280,9/26/23,treatment,43.64478642
kw101343,12/16/23,control,0
kw102357,9/17/23,control,0
kw105944,9/28/23,control,0
kw106236,12/1/23,control,0
kw107154,12/18/23,control,0
kw107997,9/7/23,control,0
kw109867,12/15/23,control,0
kw111352,10/6/23,treatment,0
kw111783,10/5/23,treatment,0
kw112046,8/25/23,control,0
kw112114,10/26/23,treatment,0
kw112325,11/8/23,treatment,101.0024375
kw112350,10/17/23,treatment,0
kw112438,9/7/23,control,0
kw113853,9/30/23,treatment,0
kw11400,8/17/23,control,0
kw114023,11/2/23,control,0
kw114048,8/21/23,control,0
kw114259,10/14/23,treatment,0
kw114294,8/21/23,control,0
kw115929,8/1/23,control,0
kw117739,8/27/23,control,0
kw117857,11/20/23,control,0
kw118094,12/11/23,control,0
kw120956,11/6/23,treatment,0
kw122978,12/26/23,treatment,0
kw123197,10/14/23,treatment,103.6694286
kw123308,12/10/23,treatment,0
kw123374,12/23/23,treatment,0
kw12357,11/2/23,control,0
kw123588,9/8/23,control,0
kw124254,8/11/23,control,0
kw124932,10/19/23,treatment,0
kw125259,12/8/23,control,0
kw125578,11/10/23,treatment,0
kw126087,12/14/23,treatment,0
kw126329,10/3/23,control,0
kw127039,11/25/23,treatment,0
kw127061,11/24/23,control,0
kw127629,8/5/23,control,0
kw129438,9/16/23,treatment,0
kw12957,9/5/23,control,0
kw130667,10/9/23,control,0
kw131580,11/20/23,treatment,0
kw132324,9/30/23,treatment,0
kw132661,12/12/23,treatment,0
kw132813,8/7/23,control,0
kw134900,11/15/23,control,0
kw135098,11/9/23,control,0
kw135293,8/21/23,treatment,0
kw136166,11/8/23,treatment,171.859089
kw13633,8/30/23,treatment,0
kw136821,12/20/23,control,0
kw137011,10/3/23,control,0
kw137489,9/12/23,treatment,0
kw137495,9/25/23,treatment,0
kw137889,10/27/23,treatment,0
kw138041,12/4/23,treatment,0
kw138152,12/14/23,control,0
kw138502,9/9/23,treatment,0
kw138745,11/22/23,treatment,0
kw139839,12/7/23,control,0
kw139919,12/1/23,control,94.47794153
kw140706,10/20/23,treatment,0
kw141339,9/19/23,treatment,0
kw141517,9/3/23,treatment,0
kw141780,9/6/23,treatment,0
kw142561,8/17/23,control,0
kw144756,12/3/23,treatment,0
kw147099,9/13/23,control,0
kw148495,12/30/23,control,0
kw148593,12/17/23,treatment,0
kw150211,12/8/23,treatment,0
kw15050,11/15/23,control,0
kw150504,11/18/23,control,0
kw15057,9/17/23,treatment,0
kw16805,10/10/23,treatment,0
kw16813,12/16/23,control,0
kw17652,12/11/23,treatment,0
kw18187,10/13/23,control,0
kw19091,12/24/23,control,0
kw20328,9/27/23,control,0
kw20759,8/21/23,control,0
kw22657,8/10/23,treatment,0
kw23019,10/3/23,control,0
kw26948,10/28/23,treatment,0
kw28798,10/11/23,control,0
kw28880,11/1/23,control,0
kw30252,12/5/23,treatment,0
kw30586,11/25/23,treatment,0
kw31146,10/10/23,treatment,0
kw31428,9/12/23,control,0
kw36004,10/4/23,control,0
kw37694,12/11/23,control,0
kw37899,8/14/23,control,0
kw38327,8/4/23,treatment,0
kw39388,9/9/23,control,0
kw39692,9/29/23,control,0
kw40067,10/16/23,control,0
kw41641,8/26/23,treatment,0
kw43971,8/11/23,control,0
kw44191,12/5/23,treatment,0
kw45964,9/23/23,control,0
kw47233,11/9/23,treatment,0
kw49815,8/30/23,treatment,0
kw49936,9/13/23,control,160.2487601
kw50133,11/15/23,treatment,95.0286276
kw50634,8/18/23,control,0
kw51164,12/7/23,control,0
kw51993,8/8/23,treatment,0
kw53125,9/1/23,treatment,0
kw53396,8/17/23,treatment,0
kw54448,9/2/23,treatment,0
kw55893,10/3/23,control,153.2609767
kw57848,12/24/23,control,0
kw58524,10/26/23,control,0
kw58914,9/25/23,control,0
kw59031,11/28/23,control,0
kw59262,10/10/23,treatment,0
kw60040,11/21/23,control,0
kw62129,11/20/23,treatment,0
kw62807,10/12/23,control,0
kw63761,8/21/23,treatment,0
kw63832,8/24/23,treatment,0
kw64553,10/23/23,control,0
kw67368,11/20/23,treatment,0
kw68441,11/26/23,treatment,0
kw69131,8/19/23,treatment,0
kw69766,8/23/23,treatment,0
kw70479,10/30/23,control,0
kw72005,9/5/23,treatment,0
kw73630,9/17/23,control,0
kw75242,8/26/23,treatment,0
kw76282,12/1/23,control,0
kw77426,10/13/23,control,0
kw77436,10/9/23,treatment,0
kw77551,9/3/23,treatment,0
kw78817,11/8/23,treatment,0
kw80145,10/27/23,treatment,0
kw81242,12/21/23,control,0
kw81999,8/17/23,control,0
kw82630,10/9/23,control,0
kw82786,9/25/23,control,0
kw84704,9/15/23,control,0
kw85683,8/30/23,control,0
kw88043,9/25/23,control,0
kw92410,9/20/23,treatment,0
kw97530,10/18/23,control,0
kw98057,9/11/23,treatment,0
kw98272,11/7/23,treatment,0
kw98832,12/19/23,control,0
kw99303,11/1/23,control,0
kx104909,9/13/23,treatment,0
kx105958,12/4/23,control,9.403152367
kx107961,8/22/23,control,0
kx108494,8/30/23,control,0
kx108507,11/25/23,control,0
kx109979,8/18/23,control,0
kx111325,12/11/23,control,0
kx112215,9/16/23,control,0
kx112540,12/14/23,treatment,0
kx113816,11/2/23,control,0
kx114424,11/27/23,control,0
kx11455,11/25/23,control,0
kx114794,11/2/23,control,0
kx114924,8/3/23,treatment,0
kx114975,9/23/23,control,0
kx115238,10/30/23,control,0
kx118360,9/9/23,control,0
kx119849,9/26/23,treatment,0
kx120777,10/11/23,treatment,0
kx120825,11/29/23,control,0
kx120833,12/29/23,treatment,0
kx122942,8/23/23,treatment,0
kx123391,10/5/23,treatment,0
kx125149,12/17/23,treatment,121.8471401
kx12541,9/30/23,control,0
kx125798,10/8/23,treatment,0
kx12743,10/10/23,treatment,0
kx128906,11/7/23,treatment,0
kx129780,9/6/23,control,0
kx130892,9/15/23,treatment,0
kx131796,10/27/23,control,0
kx132904,10/6/23,control,0
kx13324,12/23/23,treatment,0
kx136383,9/29/23,control,0
kx137152,11/24/23,treatment,0
kx137496,12/21/23,control,0
kx140112,9/17/23,treatment,0
kx140327,12/15/23,treatment,0
kx140773,10/17/23,control,0
kx141770,11/24/23,treatment,0
kx14287,9/5/23,treatment,0
kx143187,12/3/23,treatment,0
kx145435,8/5/23,treatment,0
kx146450,10/6/23,control,0
kx14663,10/10/23,control,0
kx146891,12/28/23,control,42.42200225
kx148313,9/25/23,control,0
kx148595,10/31/23,control,0
kx149831,9/30/23,control,168.2785797
kx150713,9/3/23,treatment,0
kx150717,8/14/23,treatment,0
kx150788,12/2/23,control,0
kx16418,11/8/23,control,0
kx16481,11/6/23,treatment,0
kx16596,8/28/23,treatment,0
kx19721,12/20/23,treatment,0
kx19888,12/23/23,treatment,0
kx20475,10/21/23,control,0
kx20929,9/28/23,control,0
kx21026,10/10/23,control,0
kx22874,12/2/23,treatment,17.56426001
kx24113,12/14/23,control,0
kx25658,12/13/23,control,0
kx26118,12/21/23,treatment,0
kx26289,9/23/23,treatment,0
kx26617,9/19/23,control,0
kx28485,11/17/23,treatment,0
kx28944,10/31/23,treatment,0
kx30883,9/15/23,treatment,0
kx35235,9/26/23,treatment,42.99868571
kx36863,8/23/23,control,0
kx38260,12/3/23,control,0
kx39290,8/3/23,treatment,0
kx40221,9/23/23,control,0
kx41557,10/6/23,control,0
kx41692,10/31/23,control,0
kx41819,9/27/23,treatment,0
kx41845,9/9/23,treatment,0
kx43495,11/8/23,control,0
kx43689,9/30/23,control,0
kx44380,10/14/23,control,0
kx44742,12/13/23,control,96.54254563
kx45144,10/11/23,treatment,0
kx46518,11/14/23,control,0
kx47238,9/5/23,control,0
kx48409,12/16/23,treatment,0
kx49061,12/16/23,treatment,0
kx49213,8/26/23,treatment,0
kx50287,10/8/23,control,0
kx51475,10/31/23,control,0
kx51944,10/15/23,treatment,0
kx53127,11/16/23,treatment,0
kx53489,12/1/23,treatment,0
kx53677,11/30/23,control,0
kx54585,12/14/23,control,0
kx55001,9/19/23,treatment,0
kx55019,12/24/23,treatment,0
kx56713,12/1/23,control,0
kx57989,8/6/23,control,0
kx60701,10/26/23,treatment,0
kx61026,8/4/23,control,0
kx61608,12/12/23,treatment,0
kx61910,10/30/23,control,0
kx62411,9/26/23,treatment,0
kx63720,10/24/23,treatment,0
kx65302,12/15/23,treatment,0
kx67330,9/3/23,control,0
kx67867,8/2/23,treatment,6.27078177
kx69172,9/19/23,treatment,0
kx71873,12/23/23,control,0
kx72961,8/27/23,treatment,0
kx74526,10/8/23,treatment,0
kx74564,8/13/23,control,0
kx75216,10/13/23,treatment,0
kx75813,8/2/23,treatment,0
kx75969,8/13/23,control,0
kx76030,12/19/23,treatment,0
kx77100,10/28/23,treatment,0
kx78648,8/26/23,control,0
kx79653,12/24/23,treatment,0
kx80671,9/21/23,control,0
kx80671,12/21/23,treatment,0
kx81939,11/17/23,treatment,0
kx82594,10/12/23,control,0
kx82659,9/4/23,control,0
kx82899,12/20/23,control,0
kx82973,8/22/23,treatment,0
kx85472,12/5/23,control,0
kx86269,12/1/23,control,0
kx86859,9/4/23,treatment,139.2126064
kx89730,8/4/23,control,0
kx90139,8/10/23,control,0
kx90955,9/22/23,treatment,0
kx91176,9/22/23,treatment,0
kx91394,11/23/23,treatment,0
kx91619,8/8/23,control,0
kx92263,11/5/23,control,0
kx97241,10/15/23,treatment,0
kx97335,11/20/23,treatment,0
kx98128,9/19/23,control,0
kx98909,9/26/23,control,0
kx98940,10/15/23,control,0
kx99313,9/18/23,control,0
kx99848,10/31/23,treatment,0
ky100473,12/7/23,control,0
ky101167,9/16/23,control,0
ky103436,10/9/23,treatment,0
ky104183,11/27/23,treatment,0
ky104244,10/11/23,control,0
ky106299,11/26/23,control,0
ky106333,12/10/23,treatment,0
ky110308,12/30/23,treatment,0
ky112257,8/2/23,control,0
ky114533,8/24/23,control,0
